NP_006248.1	bffe28f8aa424873f7864a842f842f72	706	Pfam	PF00433	Protein kinase C terminal domain	655	696	9.5E-9	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_006249.1	33453deb269a15339619fb659da30ea3	686	Pfam	PF00027	Cyclic nucleotide-binding domain	137	218	1.1E-13	T	14-10-2025	IPR000595	Cyclic nucleotide-binding domain	-	-
NP_006249.1	33453deb269a15339619fb659da30ea3	686	Pfam	PF00027	Cyclic nucleotide-binding domain	255	340	6.9E-17	T	14-10-2025	IPR000595	Cyclic nucleotide-binding domain	-	-
NP_006249.1	33453deb269a15339619fb659da30ea3	686	Pfam	PF16808	Coiled-coil N-terminus of cGMP-dependent protein kinase	16	50	4.7E-9	T	14-10-2025	IPR031831	cGMP-dependent protein kinase, N-terminal coiled-coil domain	-	-
NP_006249.1	33453deb269a15339619fb659da30ea3	686	Pfam	PF00069	Protein kinase domain	376	634	1.0E-68	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_008995.2	f9bae7c64b075bd7f7819b9387e31b87	1289	Pfam	PF22697	SOS1/NGEF-like PH domain	420	527	1.6E-26	T	14-10-2025	IPR055251	SOS1/NGEF-like, PH domain	-	-
NP_008995.2	f9bae7c64b075bd7f7819b9387e31b87	1289	Pfam	PF23587	Kalirin, SH3	619	687	7.3E-40	T	14-10-2025	IPR047053	Kalirin/Triple functional domain protein, SH3 domain 2	-	-
NP_008995.2	f9bae7c64b075bd7f7819b9387e31b87	1289	Pfam	PF00069	Protein kinase domain	987	1241	3.7E-57	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_008995.2	f9bae7c64b075bd7f7819b9387e31b87	1289	Pfam	PF16609	SH3-RhoGEF linking unstructured region	25	194	2.8E-22	T	14-10-2025	-	-	-	-
NP_008995.2	f9bae7c64b075bd7f7819b9387e31b87	1289	Pfam	PF00041	Fibronectin type III domain	874	962	8.6E-10	T	14-10-2025	IPR003961	Fibronectin type III	-	-
NP_008995.2	f9bae7c64b075bd7f7819b9387e31b87	1289	Pfam	PF00621	RhoGEF domain	236	405	6.0E-38	T	14-10-2025	IPR000219	Dbl homology domain	-	-
NP_008995.2	f9bae7c64b075bd7f7819b9387e31b87	1289	Pfam	PF07679	Immunoglobulin I-set domain	774	868	4.3E-15	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF00069	Protein kinase domain	2796	3050	6.7E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF22697	SOS1/NGEF-like PH domain	2159	2269	1.0E-22	T	14-10-2025	IPR055251	SOS1/NGEF-like, PH domain	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF22697	SOS1/NGEF-like PH domain	1480	1589	5.9E-27	T	14-10-2025	IPR055251	SOS1/NGEF-like, PH domain	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF00435	Spectrin repeat	341	444	2.6E-6	T	14-10-2025	IPR002017	Spectrin repeat	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF00435	Spectrin repeat	909	1006	6.0E-6	T	14-10-2025	IPR002017	Spectrin repeat	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF00435	Spectrin repeat	570	670	1.7E-5	T	14-10-2025	IPR002017	Spectrin repeat	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF00435	Spectrin repeat	1140	1243	1.8E-6	T	14-10-2025	IPR002017	Spectrin repeat	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF16609	SH3-RhoGEF linking unstructured region	1715	1972	0.0	T	14-10-2025	-	-	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF13716	Divergent CRAL/TRIO domain	84	211	1.7E-4	T	14-10-2025	IPR001251	CRAL-TRIO lipid binding domain	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF00621	RhoGEF domain	1973	2143	2.8E-39	T	14-10-2025	IPR000219	Dbl homology domain	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF00621	RhoGEF domain	1296	1464	2.1E-32	T	14-10-2025	IPR000219	Dbl homology domain	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF23587	Kalirin, SH3	2546	2614	1.3E-40	T	14-10-2025	IPR047053	Kalirin/Triple functional domain protein, SH3 domain 2	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF00018	SH3 domain	1662	1713	7.4E-4	T	14-10-2025	IPR001452	SH3 domain	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF23323	Kalirin-like, spectrin repeats	787	896	5.7E-35	T	14-10-2025	-	-	-	-
NP_009049.2	4bd178164042541e266ca3922b0e994b	3097	Pfam	PF07679	Immunoglobulin I-set domain	2685	2776	1.4E-16	T	14-10-2025	IPR013098	Immunoglobulin I-set	-	-
NP_009105.1	0f94f5b37caa54434e48234364eaebc8	2027	Pfam	PF00069	Protein kinase domain	98	360	1.3E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_009105.1	0f94f5b37caa54434e48234364eaebc8	2027	Pfam	PF00433	Protein kinase C terminal domain	379	421	0.18	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_009105.1	0f94f5b37caa54434e48234364eaebc8	2027	Pfam	PF00780	CNH domain	1602	1855	3.2E-59	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
NP_009105.1	0f94f5b37caa54434e48234364eaebc8	2027	Pfam	PF00169	PH domain	1445	1562	7.3E-6	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_009202.1	157cb45739494ead4f9c74c5b405a631	465	Pfam	PF00433	Protein kinase C terminal domain	401	445	0.0022	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_009202.1	157cb45739494ead4f9c74c5b405a631	465	Pfam	PF00069	Protein kinase domain	89	369	5.6E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_037389.4	0aac7e1ad3de868d74674b74f06cc8f2	496	Pfam	PF00787	PX domain	42	119	2.6E-15	T	14-10-2025	IPR001683	Phox homology	-	-
NP_037389.4	0aac7e1ad3de868d74674b74f06cc8f2	496	Pfam	PF00433	Protein kinase C terminal domain	440	487	3.1E-4	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_037389.4	0aac7e1ad3de868d74674b74f06cc8f2	496	Pfam	PF00069	Protein kinase domain	164	419	1.5E-64	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_037487.2	325537b4b59b32e56d833b4c9be42f82	889	Pfam	PF02185	Hr1 repeat	21	77	1.9E-10	T	14-10-2025	IPR011072	HR1 rho-binding domain	-	-
NP_037487.2	325537b4b59b32e56d833b4c9be42f82	889	Pfam	PF02185	Hr1 repeat	107	169	1.1E-12	T	14-10-2025	IPR011072	HR1 rho-binding domain	-	-
NP_037487.2	325537b4b59b32e56d833b4c9be42f82	889	Pfam	PF02185	Hr1 repeat	181	242	8.7E-14	T	14-10-2025	IPR011072	HR1 rho-binding domain	-	-
NP_037487.2	325537b4b59b32e56d833b4c9be42f82	889	Pfam	PF00433	Protein kinase C terminal domain	841	881	0.0036	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_037487.2	325537b4b59b32e56d833b4c9be42f82	889	Pfam	PF00069	Protein kinase domain	562	817	1.2E-57	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_055311.1	7f3da8eb583f47952286dec1d00988b1	745	Pfam	PF00433	Protein kinase C terminal domain	354	390	0.076	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_055311.1	7f3da8eb583f47952286dec1d00988b1	745	Pfam	PF00069	Protein kinase domain	426	683	4.2E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_055311.1	7f3da8eb583f47952286dec1d00988b1	745	Pfam	PF00069	Protein kinase domain	73	330	3.0E-67	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_055387.2	ea9b80ac17130f0ebc1681a55d9cf179	1088	Pfam	PF00069	Protein kinase domain	669	818	6.4E-36	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_055387.2	ea9b80ac17130f0ebc1681a55d9cf179	1088	Pfam	PF00069	Protein kinase domain	864	973	3.0E-16	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_055387.2	ea9b80ac17130f0ebc1681a55d9cf179	1088	Pfam	PF00433	Protein kinase C terminal domain	993	1042	0.011	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_055641.3	209ea871ea3c69f4c8f42422d6412713	1638	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	919	969	2.7E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_055641.3	209ea871ea3c69f4c8f42422d6412713	1638	Pfam	PF08826	DMPK coiled coil domain like	800	860	2.4E-23	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
NP_055641.3	209ea871ea3c69f4c8f42422d6412713	1638	Pfam	PF00433	Protein kinase C terminal domain	362	404	0.0015	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_055641.3	209ea871ea3c69f4c8f42422d6412713	1638	Pfam	PF25346	MRCK kinase PH domain	982	1108	4.2E-57	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_055641.3	209ea871ea3c69f4c8f42422d6412713	1638	Pfam	PF00780	CNH domain	1144	1400	6.4E-75	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
NP_055641.3	209ea871ea3c69f4c8f42422d6412713	1638	Pfam	PF00069	Protein kinase domain	77	343	2.5E-52	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_055815.1	b9b059e043f10b1262626bde494b2620	464	Pfam	PF00069	Protein kinase domain	90	383	1.6E-58	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_055815.1	b9b059e043f10b1262626bde494b2620	464	Pfam	PF00433	Protein kinase C terminal domain	402	443	7.7E-4	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_057360.3	2b87b90a88b70d0ecb401c4d0f529c84	367	Pfam	PF00069	Protein kinase domain	37	292	3.7E-66	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_057360.3	2b87b90a88b70d0ecb401c4d0f529c84	367	Pfam	PF00433	Protein kinase C terminal domain	313	357	1.9E-4	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_057541.2	804b527cd4fc0992b800ceda92a8d048	878	Pfam	PF25525	Serine/threonine-protein kinase D1-like, ubiquitin-like domain	45	127	5.0E-27	T	14-10-2025	IPR057764	Serine/threonine-protein kinase D1-3-like, ubiquitin-like domain	-	-
NP_057541.2	804b527cd4fc0992b800ceda92a8d048	878	Pfam	PF00069	Protein kinase domain	555	807	5.1E-67	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_057541.2	804b527cd4fc0992b800ceda92a8d048	878	Pfam	PF00169	PH domain	400	473	0.049	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_057541.2	804b527cd4fc0992b800ceda92a8d048	878	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	139	189	3.5E-11	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_057541.2	804b527cd4fc0992b800ceda92a8d048	878	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	265	314	1.5E-11	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_059995.2	63a0d68b945f4cf5844c2c7efa43b058	1551	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	879	927	7.3E-7	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_059995.2	63a0d68b945f4cf5844c2c7efa43b058	1551	Pfam	PF00433	Protein kinase C terminal domain	357	398	0.019	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_059995.2	63a0d68b945f4cf5844c2c7efa43b058	1551	Pfam	PF08826	DMPK coiled coil domain like	744	800	6.3E-16	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
NP_059995.2	63a0d68b945f4cf5844c2c7efa43b058	1551	Pfam	PF00069	Protein kinase domain	71	337	1.8E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_059995.2	63a0d68b945f4cf5844c2c7efa43b058	1551	Pfam	PF00780	CNH domain	1103	1360	6.5E-56	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
NP_059995.2	63a0d68b945f4cf5844c2c7efa43b058	1551	Pfam	PF25346	MRCK kinase PH domain	942	1066	6.5E-37	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_066958.2	b2898aa8c8a6789e7b4d1df7c54e8a85	733	Pfam	PF00433	Protein kinase C terminal domain	342	378	0.014	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_066958.2	b2898aa8c8a6789e7b4d1df7c54e8a85	733	Pfam	PF00069	Protein kinase domain	415	672	1.0E-72	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_066958.2	b2898aa8c8a6789e7b4d1df7c54e8a85	733	Pfam	PF00069	Protein kinase domain	59	318	6.4E-68	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_523837.2	ee5765d3ddf7fc05e59fa5caa3e5275d	1637	Pfam	PF00780	CNH domain	1215	1484	2.3E-52	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
NP_523837.2	ee5765d3ddf7fc05e59fa5caa3e5275d	1637	Pfam	PF00069	Protein kinase domain	101	369	2.3E-51	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_523837.2	ee5765d3ddf7fc05e59fa5caa3e5275d	1637	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	477	556	8.1E-29	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
NP_523837.2	ee5765d3ddf7fc05e59fa5caa3e5275d	1637	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	990	1040	7.8E-9	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_523837.2	ee5765d3ddf7fc05e59fa5caa3e5275d	1637	Pfam	PF00433	Protein kinase C terminal domain	388	430	0.003	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_523837.2	ee5765d3ddf7fc05e59fa5caa3e5275d	1637	Pfam	PF25346	MRCK kinase PH domain	1053	1178	7.7E-51	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_536796.2	dd7ab11962afd76e77a1528dfd0d8d12	1390	Pfam	PF00069	Protein kinase domain	87	349	8.0E-56	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_536796.2	dd7ab11962afd76e77a1528dfd0d8d12	1390	Pfam	PF08912	Rho Binding	962	1027	4.0E-11	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
NP_536796.2	dd7ab11962afd76e77a1528dfd0d8d12	1390	Pfam	PF25346	MRCK kinase PH domain	1135	1217	9.4E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
NP_732113.3	891b342ec078d9d1ea1f4cef3b58e59a	611	Pfam	PF00169	PH domain	107	210	9.9E-16	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_732113.3	891b342ec078d9d1ea1f4cef3b58e59a	611	Pfam	PF00433	Protein kinase C terminal domain	544	587	9.1E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_732113.3	891b342ec078d9d1ea1f4cef3b58e59a	611	Pfam	PF00069	Protein kinase domain	267	523	6.9E-73	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_732114.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00069	Protein kinase domain	186	442	4.9E-73	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_732114.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00433	Protein kinase C terminal domain	463	506	7.6E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_732114.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00169	PH domain	26	129	7.9E-16	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_732115.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00069	Protein kinase domain	186	442	4.9E-73	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_732115.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00433	Protein kinase C terminal domain	463	506	7.6E-7	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_732115.1	2b5b2f536a63100fa07df0a86755b34c	530	Pfam	PF00169	PH domain	26	129	7.9E-16	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_733794.1	2b87b90a88b70d0ecb401c4d0f529c84	367	Pfam	PF00069	Protein kinase domain	37	292	3.7E-66	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_733794.1	2b87b90a88b70d0ecb401c4d0f529c84	367	Pfam	PF00433	Protein kinase C terminal domain	313	357	1.9E-4	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_733827.2	aac39cd810e332379c2253e1706e2787	464	Pfam	PF00433	Protein kinase C terminal domain	408	455	2.8E-4	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_733827.2	aac39cd810e332379c2253e1706e2787	464	Pfam	PF00069	Protein kinase domain	164	326	7.1E-41	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_733827.2	aac39cd810e332379c2253e1706e2787	464	Pfam	PF00787	PX domain	42	119	2.4E-15	T	14-10-2025	IPR001683	Phox homology	-	-
NP_859029.1	f07f12cad3dcb9706b81c9e5c44dcd2a	465	Pfam	PF00433	Protein kinase C terminal domain	426	451	8.3E-5	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_859029.1	f07f12cad3dcb9706b81c9e5c44dcd2a	465	Pfam	PF00069	Protein kinase domain	150	405	5.6E-76	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_859029.1	f07f12cad3dcb9706b81c9e5c44dcd2a	465	Pfam	PF00169	PH domain	7	105	1.2E-13	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_872198.1	df48ce72914f8e471d6c369c6b4d00ab	549	Pfam	PF00433	Protein kinase C terminal domain	339	377	3.1E-5	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_872198.1	df48ce72914f8e471d6c369c6b4d00ab	549	Pfam	PF00069	Protein kinase domain	49	318	1.6E-66	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_872198.1	df48ce72914f8e471d6c369c6b4d00ab	549	Pfam	PF00069	Protein kinase domain	429	548	1.7E-29	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_891993.1	51853105bc3d09ea92387ba83f4926d3	398	Pfam	PF00069	Protein kinase domain	91	345	3.0E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_975010.1	9c91e351def88da35f1a3e60c94dfb6b	675	Pfam	PF00169	PH domain	7	111	4.6E-16	T	14-10-2025	IPR001849	Pleckstrin homology domain	-	-
NP_975010.1	9c91e351def88da35f1a3e60c94dfb6b	675	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	417	665	3.1E-94	T	14-10-2025	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain	-	-
NP_975010.1	9c91e351def88da35f1a3e60c94dfb6b	675	Pfam	PF00779	BTK motif	119	147	1.8E-8	T	14-10-2025	IPR001562	Zinc finger, Btk motif	-	-
NP_975010.1	9c91e351def88da35f1a3e60c94dfb6b	675	Pfam	PF00017	SH2 domain	296	377	2.2E-17	T	14-10-2025	IPR000980	SH2 domain	-	-
NP_997401.1	081cdcbf86a2af974508ffba9f2e102b	343	Pfam	PF00069	Protein kinase domain	36	290	2.6E-71	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_997700.1	18d18d3a04be6e5ea9c24762d94d5fa1	671	Pfam	PF00069	Protein kinase domain	344	586	1.7E-58	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_997700.1	18d18d3a04be6e5ea9c24762d94d5fa1	671	Pfam	PF00168	C2 domain	173	277	1.0E-25	T	14-10-2025	IPR000008	C2 domain	-	-
NP_997700.1	18d18d3a04be6e5ea9c24762d94d5fa1	671	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	102	153	3.2E-16	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_997700.1	18d18d3a04be6e5ea9c24762d94d5fa1	671	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	37	87	5.4E-13	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_997700.1	18d18d3a04be6e5ea9c24762d94d5fa1	671	Pfam	PF00433	Protein kinase C terminal domain	623	662	9.7E-10	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_997704.1	c30946c08ab398346fe2e6bd336ca8f4	676	Pfam	PF00433	Protein kinase C terminal domain	624	665	1.4E-9	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_997704.1	c30946c08ab398346fe2e6bd336ca8f4	676	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	231	282	2.0E-16	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_997704.1	c30946c08ab398346fe2e6bd336ca8f4	676	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	159	209	7.9E-12	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
NP_997704.1	c30946c08ab398346fe2e6bd336ca8f4	676	Pfam	PF00069	Protein kinase domain	352	603	2.7E-59	T	14-10-2025	IPR000719	Protein kinase domain	-	-
NP_997704.1	c30946c08ab398346fe2e6bd336ca8f4	676	Pfam	PF21494	Protein kinase C delta/epsilon/eta/theta, C2 domain	4	112	2.1E-49	T	14-10-2025	-	-	-	-
NP_998725.1	131a20e661db000c7816c08cbf1a6d66	948	Pfam	PF00433	Protein kinase C terminal domain	901	943	7.0E-9	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
NP_998725.1	131a20e661db000c7816c08cbf1a6d66	948	Pfam	PF02185	Hr1 repeat	220	281	9.0E-14	T	14-10-2025	IPR011072	HR1 rho-binding domain	-	-
NP_998725.1	131a20e661db000c7816c08cbf1a6d66	948	Pfam	PF02185	Hr1 repeat	45	104	1.2E-10	T	14-10-2025	IPR011072	HR1 rho-binding domain	-	-
NP_998725.1	131a20e661db000c7816c08cbf1a6d66	948	Pfam	PF02185	Hr1 repeat	134	199	1.7E-14	T	14-10-2025	IPR011072	HR1 rho-binding domain	-	-
NP_998725.1	131a20e661db000c7816c08cbf1a6d66	948	Pfam	PF00069	Protein kinase domain	623	880	2.3E-58	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_005246247.1	754008e8a202e3f4bc6e82b870994de9	1417	Pfam	PF00069	Protein kinase domain	92	354	4.9E-59	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_005246247.1	754008e8a202e3f4bc6e82b870994de9	1417	Pfam	PF08912	Rho Binding	978	1046	2.0E-21	T	14-10-2025	IPR015008	ROCK, Rho binding domain	-	-
XP_005246247.1	754008e8a202e3f4bc6e82b870994de9	1417	Pfam	PF25346	MRCK kinase PH domain	1153	1239	3.9E-9	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_005268284.1	8e31292af05788fc0a588bf2554bbd1c	1728	Pfam	PF08826	DMPK coiled coil domain like	878	939	9.7E-22	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_005268284.1	8e31292af05788fc0a588bf2554bbd1c	1728	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1043	1093	1.7E-8	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_005268284.1	8e31292af05788fc0a588bf2554bbd1c	1728	Pfam	PF00069	Protein kinase domain	76	341	1.5E-53	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_005268284.1	8e31292af05788fc0a588bf2554bbd1c	1728	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	528	606	2.0E-28	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_005268284.1	8e31292af05788fc0a588bf2554bbd1c	1728	Pfam	PF25346	MRCK kinase PH domain	1106	1232	1.3E-49	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_005268284.1	8e31292af05788fc0a588bf2554bbd1c	1728	Pfam	PF00780	CNH domain	1268	1526	9.5E-69	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_005268285.1	45d85c30479bcf7a93f0cc2794c1dc06	1702	Pfam	PF00780	CNH domain	1242	1500	9.3E-69	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_005268285.1	45d85c30479bcf7a93f0cc2794c1dc06	1702	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1017	1067	1.7E-8	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_005268285.1	45d85c30479bcf7a93f0cc2794c1dc06	1702	Pfam	PF25346	MRCK kinase PH domain	1080	1206	1.3E-49	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
XP_005268285.1	45d85c30479bcf7a93f0cc2794c1dc06	1702	Pfam	PF08826	DMPK coiled coil domain like	878	939	9.6E-22	T	14-10-2025	IPR014930	Myotonic dystrophy protein kinase, coiled coil	-	-
XP_005268285.1	45d85c30479bcf7a93f0cc2794c1dc06	1702	Pfam	PF15796	KELK-motif containing domain of MRCK Ser/Thr protein kinase	528	606	2.0E-28	T	14-10-2025	IPR031597	KELK-motif containing domain	-	-
XP_005268285.1	45d85c30479bcf7a93f0cc2794c1dc06	1702	Pfam	PF00069	Protein kinase domain	76	341	1.4E-53	T	14-10-2025	IPR000719	Protein kinase domain	-	-
XP_005268287.1	b74aa81e3c8f8bb6dc5857778a9fc9cc	1490	Pfam	PF00780	CNH domain	1268	1486	8.3E-55	T	14-10-2025	IPR001180	Citron homology (CNH) domain	-	-
XP_005268287.1	b74aa81e3c8f8bb6dc5857778a9fc9cc	1490	Pfam	PF00433	Protein kinase C terminal domain	361	403	2.1	T	14-10-2025	IPR017892	Protein kinase, C-terminal	-	-
XP_005268287.1	b74aa81e3c8f8bb6dc5857778a9fc9cc	1490	Pfam	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	1043	1093	1.4E-8	T	14-10-2025	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	-	-
XP_005268287.1	b74aa81e3c8f8bb6dc5857778a9fc9cc	1490	Pfam	PF25346	MRCK kinase PH domain	1106	1232	1.1E-49	T	14-10-2025	IPR057529	MRCK/ROCK kinase, PH domain	-	-
