,query_id,hit_id,hit_eval,hit_bitscore,hit_description
88,Mass_AKT_Aligned,NP_001163209.1,1.7e-08,40.7,"par-1, isoform R [Drosophila melanogas"
89,Mass_AKT_Aligned,NP_995899.2,2.3e-08,40.3,"par-1, isoform V [Drosophila melanogas"
90,Mass_AKT_Aligned,NP_001163210.1,1.6e-06,34.1,"par-1, isoform S [Drosophila melanogas"
91,Mass_AKT_Aligned,NP_001014540.2,2.5e-06,33.5,"par-1, isoform W [Drosophila melanogas"
92,Mass_AKT_Aligned,NP_001014542.1,3.5e-06,33.0,"par-1, isoform L [Drosophila melanogas"
93,Mass_AKT_Aligned,NP_995900.1,3.6e-06,33.0,"par-1, isoform A [Drosophila melanogas"
94,Mass_AKT_Aligned,NP_995894.2,3.6e-06,33.0,"par-1, isoform X [Drosophila melanogas"
95,Mass_AKT_Aligned,NP_524595.2,2.1e-05,30.5,"protein kinase, cAMP-dependent, cataly"
96,Mass_AKT_Aligned,NP_651819.1,0.096,18.3,"uncharacterized protein Dmel_CG12069,"
97,Mass_AKT_Aligned,NP_733396.3,0.096,18.3,"uncharacterized protein Dmel_CG12069,"
98,Mass_AKT_Aligned,NP_001261768.1,0.099,18.2,"sticky, isoform B [Drosophila melanoga"
99,Mass_AKT_Aligned,NP_569972.1,0.19,17.3,Salt-inducible kinase 2 [Drosophila me
100,Mass_AKT_Aligned,NP_001285335.1,0.24,17.0,"Rho kinase, isoform B [Drosophila mela"
101,Mass_AKT_Aligned,NP_001285336.1,0.24,17.0,"Rho kinase, isoform C [Drosophila mela"
102,Mass_AKT_Aligned,NP_536796.2,0.24,17.0,"Rho kinase, isoform A [Drosophila mela"
103,Mass_AKT_Aligned,NP_648584.1,0.28,16.7,"sticky, isoform A [Drosophila melanoga"
104,Mass_AKT_Aligned,NP_788574.3,1.0,14.9,"uncharacterized protein Dmel_CG32944,"
105,Mass_AKT_Aligned,NP_524170.2,3.4,13.1,"tricornered, isoform A [Drosophila mel"
0,Mass_AKT_Aligned,NP_001014431.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
1,Mass_AKT_Aligned,NP_001014432.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
2,Mass_AKT_Aligned,NP_001369360.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
3,Mass_AKT_Aligned,NP_001369361.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
4,Mass_AKT_Aligned,NP_001369362.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
5,Mass_AKT_Aligned,NP_001369359.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
6,Mass_AKT_Aligned,NP_005154.2,0.0,1307.3,RAC-alpha serine/threonine-protein kin
7,Mass_AKT_Aligned,XP_047287025.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
8,Mass_AKT_Aligned,XP_047287026.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
9,Mass_AKT_Aligned,XP_047287027.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
10,Mass_AKT_Aligned,XP_047287028.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
11,Mass_AKT_Aligned,XP_047287030.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
12,Mass_AKT_Aligned,XP_047287031.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
13,Mass_AKT_Aligned,XP_047287029.1,0.0,1307.3,RAC-alpha serine/threonine-protein kin
14,Mass_AKT_Aligned,NP_001357003.1,0.0,1117.5,RAC-gamma serine/threonine-protein kin
15,Mass_AKT_Aligned,NP_005456.1,0.0,1117.5,RAC-gamma serine/threonine-protein kin
16,Mass_AKT_Aligned,XP_054184598.1,0.0,1117.5,RAC-gamma serine/threonine-protein kin
17,Mass_AKT_Aligned,NP_001617.1,0.0,1108.7,RAC-beta serine/threonine-protein kina
18,Mass_AKT_Aligned,NP_001193658.1,0.0,1050.3,RAC-gamma serine/threonine-protein kin
19,Mass_AKT_Aligned,NP_859029.1,0.0,1050.3,RAC-gamma serine/threonine-protein kin
20,Mass_AKT_Aligned,XP_047273315.1,8.3e-280,944.2,RAC-gamma serine/threonine-protein kin
21,Mass_AKT_Aligned,XP_047275142.1,8.3e-280,944.2,RAC-gamma serine/threonine-protein kin
22,Mass_AKT_Aligned,XP_047276597.1,8.3e-280,944.2,RAC-gamma serine/threonine-protein kin
23,Mass_AKT_Aligned,XP_047278347.1,8.3e-280,944.2,RAC-gamma serine/threonine-protein kin
24,Mass_AKT_Aligned,XP_047280288.1,8.3e-280,944.2,RAC-gamma serine/threonine-protein kin
25,Mass_AKT_Aligned,XP_054184600.1,8.3e-280,944.2,RAC-gamma serine/threonine-protein kin
26,Mass_AKT_Aligned,XP_054184601.1,8.3e-280,944.2,RAC-gamma serine/threonine-protein kin
27,Mass_AKT_Aligned,XP_054184602.1,8.3e-280,944.2,RAC-gamma serine/threonine-protein kin
28,Mass_AKT_Aligned,NP_001229956.1,9.6e-277,934.0,RAC-beta serine/threonine-protein kina
29,Mass_AKT_Aligned,NP_001229957.1,9.6e-277,934.0,RAC-beta serine/threonine-protein kina
30,Mass_AKT_Aligned,XP_047271599.1,8.5e-274,924.2,RAC-gamma serine/threonine-protein kin
31,Mass_AKT_Aligned,XP_054184599.1,8.5e-274,924.2,RAC-gamma serine/threonine-protein kin
32,Mass_AKT_Aligned,NP_001317440.1,7.1e-268,904.5,RAC-beta serine/threonine-protein kina
33,Mass_AKT_Aligned,NP_001137148.1,1.7e-94,328.5,serine/threonine-protein kinase Sgk1 i
34,Mass_AKT_Aligned,NP_001137149.1,2.7e-93,324.6,serine/threonine-protein kinase Sgk1 i
35,Mass_AKT_Aligned,NP_001137150.1,5e-91,317.0,serine/threonine-protein kinase Sgk1 i
36,Mass_AKT_Aligned,NP_001307637.1,6.2e-91,316.7,serine/threonine-protein kinase N2 iso
37,Mass_AKT_Aligned,NP_001307636.1,6.2e-91,316.7,serine/threonine-protein kinase N2 iso
38,Mass_AKT_Aligned,NP_001307638.1,6.2e-91,316.7,serine/threonine-protein kinase N2 iso
39,Mass_AKT_Aligned,NP_006247.1,6.2e-91,316.7,serine/threonine-protein kinase N2 iso
40,Mass_AKT_Aligned,XP_011540074.1,6.2e-91,316.7,serine/threonine-protein kinase N2 iso
41,Mass_AKT_Aligned,XP_016857271.1,6.2e-91,316.7,serine/threonine-protein kinase N2 iso
42,Mass_AKT_Aligned,XP_047281180.1,6.2e-91,316.7,serine/threonine-protein kinase N2 iso
43,Mass_AKT_Aligned,NP_006246.2,7e-91,316.6,protein kinase C eta type [Homo sapien
44,Mass_AKT_Aligned,XP_011535256.1,7e-91,316.6,protein kinase C eta type isoform X2 [
45,Mass_AKT_Aligned,XP_011535257.1,7e-91,316.6,protein kinase C eta type isoform X3 [
46,Mass_AKT_Aligned,XP_024305429.1,7e-91,316.6,protein kinase C eta type isoform X4 [
47,Mass_AKT_Aligned,XP_024305430.1,7e-91,316.6,protein kinase C eta type isoform X4 [
48,Mass_AKT_Aligned,XP_047287541.1,7e-91,316.6,protein kinase C eta type isoform X1 [
49,Mass_AKT_Aligned,NP_005391.1,1.4e-90,315.5,protein kinase C epsilon type [Homo sa
50,Mass_AKT_Aligned,XP_005264485.1,1.4e-90,315.5,protein kinase C epsilon type isoform
51,Mass_AKT_Aligned,XP_011531277.1,1.4e-90,315.5,protein kinase C epsilon type isoform
52,Mass_AKT_Aligned,XP_011531280.1,1.4e-90,315.5,protein kinase C epsilon type isoform
53,Mass_AKT_Aligned,XP_011531282.1,1.4e-90,315.5,protein kinase C epsilon type isoform
54,Mass_AKT_Aligned,XP_011531283.1,1.4e-90,315.5,protein kinase C epsilon type isoform
55,Mass_AKT_Aligned,XP_011531284.1,1.4e-90,315.5,protein kinase C epsilon type isoform
56,Mass_AKT_Aligned,XP_011531273.1,1.4e-90,315.5,protein kinase C epsilon type isoform
57,Mass_AKT_Aligned,XP_016859979.1,1.4e-90,315.5,protein kinase C epsilon type isoform
58,Mass_AKT_Aligned,XP_016859977.1,1.4e-90,315.5,protein kinase C epsilon type isoform
59,Mass_AKT_Aligned,XP_047301050.1,1.4e-90,315.5,protein kinase C epsilon type isoform
60,Mass_AKT_Aligned,XP_047301051.1,1.4e-90,315.5,protein kinase C epsilon type isoform
61,Mass_AKT_Aligned,XP_047301055.1,1.4e-90,315.5,protein kinase C epsilon type isoform
62,Mass_AKT_Aligned,XP_047301053.1,1.4e-90,315.5,protein kinase C epsilon type isoform
63,Mass_AKT_Aligned,XP_047301052.1,1.4e-90,315.5,protein kinase C epsilon type isoform
64,Mass_AKT_Aligned,XP_047301054.1,1.4e-90,315.5,protein kinase C epsilon type isoform
65,Mass_AKT_Aligned,XP_024302660.1,6.9e-90,313.3,RAC-gamma serine/threonine-protein kin
66,Mass_AKT_Aligned,XP_054184603.1,6.9e-90,313.3,RAC-gamma serine/threonine-protein kin
67,Mass_AKT_Aligned,NP_001028750.1,5.7e-89,310.2,serine/threonine-protein kinase Sgk3 i
68,Mass_AKT_Aligned,NP_001191102.1,5.7e-89,310.2,serine/threonine-protein kinase Sgk3 [
69,Mass_AKT_Aligned,NP_037389.4,5.7e-89,310.2,serine/threonine-protein kinase Sgk3 i
70,Mass_AKT_Aligned,NP_997700.1,3.9e-88,307.4,protein kinase C beta type isoform 1 [
71,Mass_AKT_Aligned,NP_002728.2,1.4e-86,302.3,protein kinase C alpha type [Homo sapi
72,Mass_AKT_Aligned,XP_016880326.1,1.4e-86,302.3,protein kinase C alpha type isoform X2
73,Mass_AKT_Aligned,XP_024306598.1,1.4e-86,302.3,protein kinase C alpha type isoform X3
74,Mass_AKT_Aligned,XP_024306597.1,1.4e-86,302.3,protein kinase C alpha type isoform X3
75,Mass_AKT_Aligned,XP_047292344.1,1.4e-86,302.3,protein kinase C alpha type isoform X4
76,Mass_AKT_Aligned,XP_006712113.1,2.9e-86,301.2,protein kinase C epsilon type isoform
77,Mass_AKT_Aligned,NP_005618.2,1.4e-85,298.9,serine/threonine-protein kinase Sgk1 i
78,Mass_AKT_Aligned,NP_002731.4,2.9e-84,294.5,protein kinase C iota type [Homo sapie
79,Mass_AKT_Aligned,NP_002729.2,2.3e-83,291.6,protein kinase C beta type isoform 2 [
80,Mass_AKT_Aligned,XP_047290321.1,2.3e-83,291.6,protein kinase C beta type isoform X1
81,Mass_AKT_Aligned,XP_047304531.1,7.5e-83,289.9,protein kinase C iota type isoform X2
82,Mass_AKT_Aligned,XP_011531285.1,1.5e-82,288.9,protein kinase C epsilon type isoform
83,Mass_AKT_Aligned,NP_002732.3,7.8e-82,286.5,serine/threonine-protein kinase N1 iso
84,Mass_AKT_Aligned,NP_998725.1,7.8e-82,286.5,serine/threonine-protein kinase N1 iso
85,Mass_AKT_Aligned,XP_047281239.1,6.7e-80,280.1,protein kinase C zeta type isoform X9
86,Mass_AKT_Aligned,NP_001229803.1,3.3e-79,277.8,protein kinase C zeta type isoform 3 [
87,Mass_AKT_Aligned,NP_002735.3,4.4e-79,277.4,protein kinase C zeta type isoform 1 [
88,Mass_AKT_Aligned,XP_047281211.1,4.4e-79,277.4,protein kinase C zeta type isoform X4
89,Mass_AKT_Aligned,XP_047281218.1,4.4e-79,277.4,protein kinase C zeta type isoform X6
90,Mass_AKT_Aligned,NP_001269573.1,8.8e-76,266.4,protein kinase C theta type isoform 3
91,Mass_AKT_Aligned,NP_001269574.1,8.8e-76,266.4,protein kinase C theta type isoform 4
92,Mass_AKT_Aligned,NP_001310195.1,8.8e-76,266.4,protein kinase C theta type isoform 4
93,Mass_AKT_Aligned,NP_001310194.1,8.8e-76,266.4,protein kinase C theta type isoform 1
94,Mass_AKT_Aligned,NP_006248.1,8.8e-76,266.4,protein kinase C theta type isoform 1
95,Mass_AKT_Aligned,XP_005252553.1,8.8e-76,266.4,protein kinase C theta type isoform X1
96,Mass_AKT_Aligned,XP_016857279.1,6.7e-75,263.5,protein kinase C zeta type isoform X2
97,Mass_AKT_Aligned,XP_016880325.1,4.6e-74,260.7,protein kinase C alpha type isoform X1
98,Mass_AKT_Aligned,NP_001303256.1,2.1e-72,255.1,protein kinase C delta type isoform c
99,Mass_AKT_Aligned,NP_001341608.1,2.1e-72,255.1,protein kinase C delta type isoform c
100,Mass_AKT_Aligned,NP_001341609.1,2.1e-72,255.1,protein kinase C delta type isoform c
101,Mass_AKT_Aligned,NP_001341607.1,2.1e-72,255.1,protein kinase C delta type isoform b
102,Mass_AKT_Aligned,NP_001341605.1,2.1e-72,255.1,protein kinase C delta type isoform a
103,Mass_AKT_Aligned,NP_006245.2,2.1e-72,255.1,protein kinase C delta type isoform c
104,Mass_AKT_Aligned,NP_997704.1,2.1e-72,255.1,protein kinase C delta type isoform c
105,Mass_AKT_Aligned,XP_047304520.1,2.1e-72,255.1,protein kinase C delta type isoform X1
106,Mass_AKT_Aligned,NP_001303258.1,2.8e-70,248.1,protein kinase C gamma type isoform 1
107,Mass_AKT_Aligned,NP_002730.1,2.8e-70,248.1,protein kinase C gamma type isoform 2
108,Mass_AKT_Aligned,XP_047295048.1,2.8e-70,248.1,protein kinase C gamma type isoform X1
109,Mass_AKT_Aligned,NP_037487.2,4.3e-68,240.9,serine/threonine-protein kinase N3 iso
110,Mass_AKT_Aligned,XP_005252003.1,4.3e-68,240.9,serine/threonine-protein kinase N3 iso
111,Mass_AKT_Aligned,XP_006717143.1,4.3e-68,240.9,serine/threonine-protein kinase N3 iso
112,Mass_AKT_Aligned,XP_016870139.1,4.3e-68,240.9,serine/threonine-protein kinase N3 iso
113,Mass_AKT_Aligned,XP_047279234.1,4.3e-68,240.9,serine/threonine-protein kinase N3 iso
114,Mass_AKT_Aligned,XP_047279235.1,4.3e-68,240.9,serine/threonine-protein kinase N3 iso
115,Mass_AKT_Aligned,NP_001258972.1,4e-63,224.3,ribosomal protein S6 kinase beta-1 iso
116,Mass_AKT_Aligned,NP_003152.1,4e-63,224.3,ribosomal protein S6 kinase beta-1 iso
117,Mass_AKT_Aligned,XP_011540076.1,1.3e-62,222.6,protein kinase C zeta type isoform X8
118,Mass_AKT_Aligned,XP_011540075.1,1.6e-62,222.4,protein kinase C zeta type isoform X3
119,Mass_AKT_Aligned,NP_001186193.1,9.2e-62,219.8,serine/threonine-protein kinase Sgk2 [
120,Mass_AKT_Aligned,NP_057360.3,9.2e-62,219.8,serine/threonine-protein kinase Sgk2 [
121,Mass_AKT_Aligned,NP_733794.1,9.2e-62,219.8,serine/threonine-protein kinase Sgk2 [
122,Mass_AKT_Aligned,NP_733827.2,3.2e-59,211.4,serine/threonine-protein kinase Sgk3 i
123,Mass_AKT_Aligned,XP_016857278.1,2.4e-58,208.5,protein kinase C zeta type isoform X1
124,Mass_AKT_Aligned,XP_047281216.1,2.4e-58,208.5,protein kinase C zeta type isoform X5
125,Mass_AKT_Aligned,XP_006715612.1,7.8e-58,206.8,ribosomal protein S6 kinase alpha-2 is
126,Mass_AKT_Aligned,XP_047281229.1,1.1e-57,206.2,protein kinase C zeta type isoform X7
127,Mass_AKT_Aligned,XP_011542316.1,1.3e-57,206.0,RAC-gamma serine/threonine-protein kin
128,Mass_AKT_Aligned,XP_054184604.1,1.3e-57,206.0,RAC-gamma serine/threonine-protein kin
129,Mass_AKT_Aligned,NP_001310196.1,3.5e-57,204.6,protein kinase C theta type isoform 5
130,Mass_AKT_Aligned,XP_005252554.1,3.5e-57,204.6,protein kinase C theta type isoform X2
131,Mass_AKT_Aligned,NP_001028753.1,5.4e-57,204.0,protein kinase C zeta type isoform 2 [
132,Mass_AKT_Aligned,NP_001028754.1,5.4e-57,204.0,protein kinase C zeta type isoform 2 [
133,Mass_AKT_Aligned,XP_047281304.1,5.4e-57,204.0,protein kinase C zeta type isoform X15
134,Mass_AKT_Aligned,NP_001258989.1,1.8e-55,198.9,ribosomal protein S6 kinase beta-1 iso
135,Mass_AKT_Aligned,NP_001305865.2,6.6e-55,197.0,ribosomal protein S6 kinase alpha-2 is
136,Mass_AKT_Aligned,NP_003943.2,4.7e-54,194.2,ribosomal protein S6 kinase beta-2 [Ho
137,Mass_AKT_Aligned,NP_001337732.1,7.9e-53,190.1,protein kinase C zeta type isoform 4 [
138,Mass_AKT_Aligned,NP_001337733.1,7.9e-53,190.1,protein kinase C zeta type isoform 4 [
139,Mass_AKT_Aligned,XP_047281279.1,7.9e-53,190.1,protein kinase C zeta type isoform X11
140,Mass_AKT_Aligned,NP_001356598.1,1.8e-52,189.0,ribosomal protein S6 kinase beta-1 iso
141,Mass_AKT_Aligned,XP_016884912.1,7.1e-50,180.3,ribosomal protein S6 kinase alpha-6 is
142,Mass_AKT_Aligned,XP_016884913.1,7.1e-50,180.3,ribosomal protein S6 kinase alpha-6 is
143,Mass_AKT_Aligned,XP_016884914.1,7.1e-50,180.3,ribosomal protein S6 kinase alpha-6 is
144,Mass_AKT_Aligned,NP_001006933.3,9e-50,180.0,ribosomal protein S6 kinase alpha-2 is
145,Mass_AKT_Aligned,NP_001258971.1,1.9e-49,178.9,ribosomal protein S6 kinase beta-1 iso
146,Mass_AKT_Aligned,NP_004577.1,2e-49,178.9,ribosomal protein S6 kinase alpha-3 is
147,Mass_AKT_Aligned,XP_005274630.1,2e-49,178.9,ribosomal protein S6 kinase alpha-3 is
148,Mass_AKT_Aligned,XP_047298289.1,2e-49,178.9,ribosomal protein S6 kinase alpha-3 is
149,Mass_AKT_Aligned,XP_047298288.1,2e-49,178.9,ribosomal protein S6 kinase alpha-3 is
150,Mass_AKT_Aligned,NP_001006666.1,7.4e-49,176.9,ribosomal protein S6 kinase alpha-1 is
151,Mass_AKT_Aligned,XP_047283214.1,7.4e-49,176.9,ribosomal protein S6 kinase alpha-1 is
152,Mass_AKT_Aligned,XP_054187513.1,7.4e-49,176.9,ribosomal protein S6 kinase alpha-1 is
153,Mass_AKT_Aligned,NP_001278924.1,2.6e-48,175.1,serine/threonine-protein kinase Sgk1 i
154,Mass_AKT_Aligned,NP_066958.2,5.5e-48,174.1,ribosomal protein S6 kinase alpha-2 is
155,Mass_AKT_Aligned,NP_001291278.1,2.7e-46,168.4,cAMP-dependent protein kinase catalyti
156,Mass_AKT_Aligned,XP_047275189.1,1.3e-45,166.1,ribosomal protein S6 kinase alpha-2 is
157,Mass_AKT_Aligned,NP_002944.2,1.6e-45,165.9,ribosomal protein S6 kinase alpha-1 is
158,Mass_AKT_Aligned,XP_011543858.1,2.2e-45,165.4,ribosomal protein S6 kinase alpha-3 is
159,Mass_AKT_Aligned,XP_011543857.1,2.2e-45,165.4,ribosomal protein S6 kinase alpha-3 is
160,Mass_AKT_Aligned,NP_001258973.1,4.4e-45,164.4,ribosomal protein S6 kinase beta-1 iso
161,Mass_AKT_Aligned,NP_001317441.1,2.1e-44,162.1,ribosomal protein S6 kinase alpha-6 is
162,Mass_AKT_Aligned,XP_011529219.1,2.1e-44,162.1,ribosomal protein S6 kinase alpha-6 is
163,Mass_AKT_Aligned,NP_891993.1,6.5e-44,160.5,cAMP-dependent protein kinase catalyti
164,Mass_AKT_Aligned,NP_055311.1,9.8e-44,159.9,ribosomal protein S6 kinase alpha-6 is
165,Mass_AKT_Aligned,NP_001317370.1,3.9e-42,154.6,ribosomal protein S6 kinase alpha-1 is
166,Mass_AKT_Aligned,XP_011539371.1,4e-42,154.6,microtubule-associated serine/threonin
167,Mass_AKT_Aligned,XP_047306097.1,4e-42,154.6,microtubule-associated serine/threonin
168,Mass_AKT_Aligned,XP_047306098.1,4e-42,154.6,microtubule-associated serine/threonin
169,Mass_AKT_Aligned,XP_047306101.1,4e-42,154.6,microtubule-associated serine/threonin
170,Mass_AKT_Aligned,XP_047306105.1,4e-42,154.6,microtubule-associated serine/threonin
171,Mass_AKT_Aligned,XP_047306109.1,4e-42,154.6,microtubule-associated serine/threonin
172,Mass_AKT_Aligned,XP_047306106.1,4e-42,154.6,microtubule-associated serine/threonin
173,Mass_AKT_Aligned,XP_011523404.1,1.2e-41,153.0,ribosomal protein S6 kinase beta-1 iso
174,Mass_AKT_Aligned,XP_047275190.1,2.7e-41,151.8,ribosomal protein S6 kinase alpha-2 is
175,Mass_AKT_Aligned,XP_011540078.1,1.9e-40,149.0,protein kinase C zeta type isoform X14
176,Mass_AKT_Aligned,XP_024304164.1,1.9e-40,149.0,protein kinase C zeta type isoform X14
177,Mass_AKT_Aligned,XP_047281296.1,1.9e-40,149.0,protein kinase C zeta type isoform X14
178,Mass_AKT_Aligned,NP_001380445.1,2.8e-40,148.5,microtubule-associated serine/threonin
179,Mass_AKT_Aligned,NP_001380442.1,2.8e-40,148.5,microtubule-associated serine/threonin
180,Mass_AKT_Aligned,NP_001380450.1,2.8e-40,148.5,microtubule-associated serine/threonin
181,Mass_AKT_Aligned,NP_001380449.1,2.8e-40,148.5,microtubule-associated serine/threonin
182,Mass_AKT_Aligned,NP_001380434.1,2.8e-40,148.5,microtubule-associated serine/threonin
183,Mass_AKT_Aligned,NP_001380436.1,2.8e-40,148.5,microtubule-associated serine/threonin
184,Mass_AKT_Aligned,NP_001380447.1,2.8e-40,148.5,microtubule-associated serine/threonin
185,Mass_AKT_Aligned,NP_001380448.1,2.8e-40,148.5,microtubule-associated serine/threonin
186,Mass_AKT_Aligned,NP_001380446.1,2.8e-40,148.5,microtubule-associated serine/threonin
187,Mass_AKT_Aligned,NP_055831.1,2.8e-40,148.5,microtubule-associated serine/threonin
188,Mass_AKT_Aligned,XP_016881999.1,2.8e-40,148.5,microtubule-associated serine/threonin
189,Mass_AKT_Aligned,XP_016882005.1,2.8e-40,148.5,microtubule-associated serine/threonin
190,Mass_AKT_Aligned,XP_016881998.1,2.8e-40,148.5,microtubule-associated serine/threonin
191,Mass_AKT_Aligned,XP_047294436.1,2.8e-40,148.5,microtubule-associated serine/threonin
192,Mass_AKT_Aligned,XP_047294437.1,2.8e-40,148.5,microtubule-associated serine/threonin
193,Mass_AKT_Aligned,XP_047294429.1,2.8e-40,148.5,microtubule-associated serine/threonin
194,Mass_AKT_Aligned,XP_047294432.1,2.8e-40,148.5,microtubule-associated serine/threonin
195,Mass_AKT_Aligned,XP_047294438.1,2.8e-40,148.5,microtubule-associated serine/threonin
196,Mass_AKT_Aligned,XP_047294433.1,2.8e-40,148.5,microtubule-associated serine/threonin
197,Mass_AKT_Aligned,XP_047294440.1,2.8e-40,148.5,microtubule-associated serine/threonin
198,Mass_AKT_Aligned,XP_047294441.1,2.8e-40,148.5,microtubule-associated serine/threonin
199,Mass_AKT_Aligned,NP_001380441.1,5.4e-40,147.5,microtubule-associated serine/threonin
200,Mass_AKT_Aligned,NP_001311250.1,5.7e-40,147.4,microtubule-associated serine/threonin
201,Mass_AKT_Aligned,NP_001311249.1,5.7e-40,147.4,microtubule-associated serine/threonin
202,Mass_AKT_Aligned,NP_055927.2,5.7e-40,147.4,microtubule-associated serine/threonin
203,Mass_AKT_Aligned,XP_005270713.1,5.7e-40,147.4,microtubule-associated serine/threonin
204,Mass_AKT_Aligned,XP_005270712.1,5.7e-40,147.4,microtubule-associated serine/threonin
205,Mass_AKT_Aligned,XP_006710540.1,5.7e-40,147.4,microtubule-associated serine/threonin
206,Mass_AKT_Aligned,XP_011539361.1,5.7e-40,147.4,microtubule-associated serine/threonin
207,Mass_AKT_Aligned,XP_011539365.1,5.7e-40,147.4,microtubule-associated serine/threonin
208,Mass_AKT_Aligned,XP_011539364.1,5.7e-40,147.4,microtubule-associated serine/threonin
209,Mass_AKT_Aligned,XP_011539370.1,5.7e-40,147.4,microtubule-associated serine/threonin
210,Mass_AKT_Aligned,XP_011539366.1,5.7e-40,147.4,microtubule-associated serine/threonin
211,Mass_AKT_Aligned,XP_011539369.1,5.7e-40,147.4,microtubule-associated serine/threonin
212,Mass_AKT_Aligned,XP_016856241.1,5.7e-40,147.4,microtubule-associated serine/threonin
213,Mass_AKT_Aligned,XP_016856242.1,5.7e-40,147.4,microtubule-associated serine/threonin
214,Mass_AKT_Aligned,XP_016856244.1,5.7e-40,147.4,microtubule-associated serine/threonin
215,Mass_AKT_Aligned,XP_047306072.1,5.7e-40,147.4,microtubule-associated serine/threonin
216,Mass_AKT_Aligned,XP_047306077.1,5.7e-40,147.4,microtubule-associated serine/threonin
217,Mass_AKT_Aligned,XP_047306086.1,5.7e-40,147.4,microtubule-associated serine/threonin
218,Mass_AKT_Aligned,XP_047306079.1,5.7e-40,147.4,microtubule-associated serine/threonin
219,Mass_AKT_Aligned,XP_047306094.1,5.7e-40,147.4,microtubule-associated serine/threonin
220,Mass_AKT_Aligned,XP_047306061.1,5.7e-40,147.4,microtubule-associated serine/threonin
221,Mass_AKT_Aligned,NP_001380435.1,6.1e-40,147.3,microtubule-associated serine/threonin
222,Mass_AKT_Aligned,NP_001380438.1,6.1e-40,147.3,microtubule-associated serine/threonin
223,Mass_AKT_Aligned,NP_001380430.1,6.1e-40,147.3,microtubule-associated serine/threonin
224,Mass_AKT_Aligned,NP_001380432.1,6.1e-40,147.3,microtubule-associated serine/threonin
225,Mass_AKT_Aligned,NP_001380437.1,6.1e-40,147.3,microtubule-associated serine/threonin
226,Mass_AKT_Aligned,NP_001380443.1,6.1e-40,147.3,microtubule-associated serine/threonin
227,Mass_AKT_Aligned,NP_001380444.1,6.1e-40,147.3,microtubule-associated serine/threonin
228,Mass_AKT_Aligned,NP_001380433.1,6.1e-40,147.3,microtubule-associated serine/threonin
229,Mass_AKT_Aligned,NP_001380439.1,6.1e-40,147.3,microtubule-associated serine/threonin
230,Mass_AKT_Aligned,NP_001380440.1,6.1e-40,147.3,microtubule-associated serine/threonin
231,Mass_AKT_Aligned,NP_001380431.1,6.1e-40,147.3,microtubule-associated serine/threonin
232,Mass_AKT_Aligned,XP_006722762.2,6.1e-40,147.3,microtubule-associated serine/threonin
233,Mass_AKT_Aligned,XP_016881996.1,6.1e-40,147.3,microtubule-associated serine/threonin
234,Mass_AKT_Aligned,XP_016881997.1,6.1e-40,147.3,microtubule-associated serine/threonin
235,Mass_AKT_Aligned,XP_016881995.1,6.1e-40,147.3,microtubule-associated serine/threonin
236,Mass_AKT_Aligned,XP_047294431.1,6.1e-40,147.3,microtubule-associated serine/threonin
237,Mass_AKT_Aligned,XP_047294439.1,6.1e-40,147.3,microtubule-associated serine/threonin
238,Mass_AKT_Aligned,XP_047294434.1,6.1e-40,147.3,microtubule-associated serine/threonin
239,Mass_AKT_Aligned,XP_047294430.1,6.1e-40,147.3,microtubule-associated serine/threonin
240,Mass_AKT_Aligned,XP_047294435.1,6.1e-40,147.3,microtubule-associated serine/threonin
241,Mass_AKT_Aligned,NP_001306174.1,6.4e-40,147.3,microtubule-associated serine/threonin
242,Mass_AKT_Aligned,XP_011539363.1,6.4e-40,147.3,microtubule-associated serine/threonin
243,Mass_AKT_Aligned,XP_047306052.1,6.4e-40,147.3,microtubule-associated serine/threonin
244,Mass_AKT_Aligned,XP_047306067.1,6.4e-40,147.3,microtubule-associated serine/threonin
245,Mass_AKT_Aligned,XP_047306078.1,6.4e-40,147.3,microtubule-associated serine/threonin
246,Mass_AKT_Aligned,XP_047306085.1,6.4e-40,147.3,microtubule-associated serine/threonin
247,Mass_AKT_Aligned,XP_005274634.1,4.6e-39,144.4,ribosomal protein S6 kinase alpha-3 is
248,Mass_AKT_Aligned,XP_016885207.1,4.6e-39,144.4,ribosomal protein S6 kinase alpha-3 is
249,Mass_AKT_Aligned,NP_001425269.1,6.1e-39,144.0,ribosomal protein S6 kinase alpha-3 is
250,Mass_AKT_Aligned,XP_016885208.1,6.1e-39,144.0,ribosomal protein S6 kinase alpha-3 is
251,Mass_AKT_Aligned,XP_047298290.1,6.1e-39,144.0,ribosomal protein S6 kinase alpha-3 is
252,Mass_AKT_Aligned,XP_047298291.1,6.1e-39,144.0,ribosomal protein S6 kinase alpha-3 is
