tar,tar_acc,query,hmm_acc,full_e,full_score,full_bias,dom_e,dom_score,dom_bias,acc,Organism Name,Organism Taxonomic ID
TDH65317.1,-,Pkinase,PF00069.31,2.0000000000000002e-66,223.2,0,2.7e-66,222.8,0,GCA_004359215.2,Bremia lactucae,4779
TMW56325.1,-,Pkinase,PF00069.31,4.2999999999999996e-67,226,0,5.8999999999999994e-67,225.6,0,GCA_005966545.1,Pythium oligandrum,41045
TMW65054.1,-,Pkinase,PF00069.31,7.2e-60,202.3,0,1e-59,201.8,0,GCA_005966545.1,Pythium oligandrum,41045
KAF1315694.1,-,Pkinase,PF00069.31,1.7e-64,217.7,0,2.4e-64,217.2,0,GCA_006386115.1,Globisporangium splendens,82926
KAF1328742.1,-,Pkinase,PF00069.31,1.9000000000000001e-59,201.2,0,2.9e-59,200.6,0,GCA_006386115.1,Globisporangium splendens,82926
TYZ68158.1,-,Pkinase,PF00069.31,3.7e-31,108,0,4.2e-17,61.9,0,GCA_008271595.1,[Pythium] brassicae (nom. inval.),1485010
KAE8882373.1,-,Pkinase,PF00069.31,2.7e-19,70.8,0,6.6e-12,46.6,0,GCA_009729455.1,Phytophthora fragariae,53985
KAE8880270.1,-,Pkinase,PF00069.31,1.7e-18,68.1,0.1,2.7e-15,57.7,0.1,GCA_009729455.1,Phytophthora fragariae,53985
KAE9012884.1,-,Pkinase,PF00069.31,8.6e-65,219.6,0,1.1e-64,219.2,0,GCA_009732905.1,Phytophthora rubi,129364
KAE9029255.1,-,Pkinase,PF00069.31,1.0999999999999998e-56,193.1,0,1.3999999999999997e-56,192.7,0,GCA_009732905.1,Phytophthora rubi,129364
KAE9003921.1,-,Pkinase,PF00069.31,4.8e-8,33.6,0,6.5e-8,33.2,0,GCA_009732925.1,Phytophthora fragariae,53985
KAE9026577.1,-,Pkinase,PF00069.31,5.6e-5,23.5,0.2,8.5e-5,23,0.2,GCA_009732925.1,Phytophthora fragariae,53985
KAE9045854.1,-,Pkinase,PF00069.31,8.4e-65,219.6,0,1.1e-64,219.2,0,GCA_009732945.1,Phytophthora rubi,129364
KAE9022931.1,-,Pkinase,PF00069.31,1.0999999999999998e-56,193.1,0,1.3999999999999997e-56,192.7,0,GCA_009732945.1,Phytophthora rubi,129364
KAE9231572.1,-,Pkinase,PF00069.31,5.4e-7,30.2,0.7,1.5e-4,22.2,0.8,GCA_009732985.1,Phytophthora fragariae,53985
KAE9133721.1,-,Pkinase,PF00069.31,1.8e-64,218.6,0,2.4e-64,218.2,0,GCA_009733005.1,Phytophthora fragariae,53985
KAE9104006.1,-,Pkinase,PF00069.31,1.0999999999999998e-56,193.1,0,1.3999999999999997e-56,192.7,0,GCA_009733005.1,Phytophthora fragariae,53985
KAE9153390.1,-,Pkinase,PF00069.31,1.8e-64,218.6,0,2.4e-64,218.2,0,GCA_009733025.1,Phytophthora fragariae,53985
KAE9155190.1,-,Pkinase,PF00069.31,1.0999999999999998e-56,193.1,0,1.3999999999999997e-56,192.7,0,GCA_009733025.1,Phytophthora fragariae,53985
KAE9254413.1,-,Pkinase,PF00069.31,5.6e-10,39.9,0,8.9e-5,22.9,0,GCA_009733045.1,Phytophthora fragariae,53985
KAE9251292.1,-,Pkinase,PF00069.31,5.6e-5,23.5,0.2,8.5e-5,23,0.2,GCA_009733045.1,Phytophthora fragariae,53985
KAE9139182.1,-,Pkinase,PF00069.31,2.2e-19,70.8,0,5.4e-12,46.6,0,GCA_009733065.1,Phytophthora fragariae,53985
KAE9134389.1,-,Pkinase,PF00069.31,5.6e-5,23.5,0.2,8.5e-5,23,0.2,GCA_009733065.1,Phytophthora fragariae,53985
KAE9257042.1,-,Pkinase,PF00069.31,1.0999999999999998e-56,193.1,0,1.3999999999999997e-56,192.7,0,GCA_009733085.1,Phytophthora fragariae,53985
KAE9295685.1,-,Pkinase,PF00069.31,5.7e-10,39.9,0,9e-5,22.9,0,GCA_009733105.1,Phytophthora fragariae,53985
KAE9325894.1,-,Pkinase,PF00069.31,8.7e-10,39.3,1,1.9e-4,21.8,0.6,GCA_009733105.1,Phytophthora fragariae,53985
KAE9329827.1,-,Pkinase,PF00069.31,5.7e-4,20.3,0,8.6e-4,19.7,0,GCA_009733125.1,Phytophthora fragariae,53985
KAE9360073.1,-,Pkinase,PF00069.31,8.900000000000001e-65,219.6,0,1.2e-64,219.2,0,GCA_009733145.1,Phytophthora rubi,129364
KAE9336956.1,-,Pkinase,PF00069.31,1.0999999999999998e-56,193.1,0,1.4999999999999997e-56,192.7,0,GCA_009733145.1,Phytophthora rubi,129364
KAF0736857.1,-,Pkinase,PF00069.31,2.8e-65,220.5,0,3.6000000000000002e-65,220.1,0,GCA_009835175.1,Aphanomyces euteiches,100861
KAF0744071.1,-,Pkinase,PF00069.31,3.4e-59,200.5,0,4.3e-59,200.2,0,GCA_009835175.1,Aphanomyces euteiches,100861
KAF0694411.1,-,Pkinase,PF00069.31,1.3e-64,218.7,0,1.6e-64,218.3,0,GCA_009835185.1,Aphanomyces stellatus,120398
KAF0685620.1,-,Pkinase,PF00069.31,7.300000000000003e-60,203.1,0,9.900000000000001e-60,202.6,0,GCA_009835185.1,Aphanomyces stellatus,120398
KAF0757462.1,-,Pkinase,PF00069.31,9.1e-62,208.7,0,1.1e-61,208.3,0,GCA_009835205.1,Aphanomyces astaci,112090
KAF1791467.1,-,Pkinase,PF00069.31,2.1e-64,217.9,0,2.8e-64,217.5,0,GCA_010194725.1,Phytophthora cactorum,29920
KAF1776879.1,-,Pkinase,PF00069.31,1.4999999999999997e-56,192.1,0,2.2999999999999996e-56,191.5,0,GCA_010194725.1,Phytophthora cactorum,29920
KAG1691259.1,-,Pkinase,PF00069.31,2.1999999999999996e-56,191.6,0,2.8999999999999995e-56,191.2,0,GCA_016618375.1,Phytophthora capsici,4784
KAG2795365.1,-,Pkinase,PF00069.31,2.6e-64,217.7,0,3.6e-64,217.2,0,GCA_016864635.1,Phytophthora cactorum,29920
KAG2810690.1,-,Pkinase,PF00069.31,6.5e-57,193.4,0,8.400000000000001e-57,193.1,0,GCA_016864635.1,Phytophthora cactorum,29920
KAG2770969.1,-,Pkinase,PF00069.31,7.500000000000001e-57,193.4,0,9.599999999999999e-57,193.1,0,GCA_016864655.1,Phytophthora cactorum,29920
KAG2795706.1,-,Pkinase,PF00069.31,2.7e-64,217.7,0,3.7e-64,217.2,0,GCA_016864665.1,Phytophthora cactorum,29920
KAG2809096.1,-,Pkinase,PF00069.31,6.699999999999999e-57,193.4,0,8.599999999999999e-57,193.1,0,GCA_016864665.1,Phytophthora cactorum,29920
KAG2900797.1,-,Pkinase,PF00069.31,6.3e-11,42.7,0,9.4e-11,42.2,0,GCA_016864735.1,Phytophthora cactorum,29920
KAG2888819.1,-,Pkinase,PF00069.31,0.0014,18.8,0,0.0021,18.2,0,GCA_016864755.1,Phytophthora cactorum,29920
KAG3006869.1,-,Pkinase,PF00069.31,9.6e-12,45.5,0,3.7e-5,23.9,0,GCA_016864795.1,Phytophthora cactorum,29920
KAG2970944.1,-,Pkinase,PF00069.31,6.699999999999999e-57,193.4,0,8.599999999999999e-57,193.1,0,GCA_016864815.1,Phytophthora cactorum,29920
KAG2997678.1,-,Pkinase,PF00069.31,5.2e-8,33.3,0,7.8e-8,32.7,0,GCA_016864835.1,Phytophthora cactorum,29920
KAG3213978.1,-,Pkinase,PF00069.31,7.4e-11,42.5,0,3.1e-5,24,0,GCA_016865055.1,Phytophthora cactorum,29920
KAG3205709.1,-,Pkinase,PF00069.31,0.0058,16.6,0.2,0.5,10.2,0,GCA_016865055.1,Phytophthora cactorum,29920
KAG3144505.1,-,Pkinase,PF00069.31,5.1e-8,33.3,0,7.7e-8,32.7,0,GCA_016865075.1,Phytophthora cactorum,29920
KAG3126852.1,-,Pkinase,PF00069.31,0.0063,16.6,0.2,0.55,10.2,0,GCA_016865075.1,Phytophthora cactorum,29920
KAG3168437.1,-,Pkinase,PF00069.31,5.1e-8,33.3,0,7.6e-8,32.7,0,GCA_016865085.1,Phytophthora cactorum,29920
KAG3079020.1,-,Pkinase,PF00069.31,3e-8,34,0,4.5e-8,33.4,0,GCA_016865095.1,Phytophthora idaei,53986
KAG3065459.1,-,Pkinase,PF00069.31,0.006,16.6,0.2,0.54,10.2,0,GCA_016865095.1,Phytophthora idaei,53986
KAG3133444.1,-,Pkinase,PF00069.31,3.7e-8,33.6,0,5.4e-8,33,0,GCA_016880175.1,Phytophthora idaei,53986
KAG3127053.1,-,Pkinase,PF00069.31,0.0055,16.6,0.2,0.49,10.2,0,GCA_016880175.1,Phytophthora idaei,53986
KAG4047283.1,-,Pkinase,PF00069.31,7.399999999999999e-57,193.4,0,9.499999999999999e-57,193.1,0,GCA_016906365.1,Phytophthora cactorum,29920
KAG4039576.1,-,Pkinase,PF00069.31,0.034,14.2,0,0.052,13.6,0,GCA_016906365.1,Phytophthora cactorum,29920
KAG4224904.1,-,Pkinase,PF00069.31,3.6e-64,217.7,0,4.9e-64,217.2,0,GCA_017309695.1,Phytophthora cactorum,29920
KAG4230918.1,-,Pkinase,PF00069.31,8.900000000000002e-57,193.4,0,1.1999999999999998e-56,193.1,0,GCA_017309695.1,Phytophthora cactorum,29920
KAG6615895.1,-,Pkinase,PF00069.31,2.4999999999999995e-56,191.2,0,3.1999999999999994e-56,190.9,0,GCA_018691715.1,Phytophthora cinnamomi,4785
KAG6623344.1,-,Pkinase,PF00069.31,2.5999999999999997e-47,161.6,0,4.7e-44,151,0,GCA_018691715.1,Phytophthora cinnamomi,4785
KAG6951545.1,-,Pkinase,PF00069.31,4.3999999999999994e-57,193.4,0,5.700000000000002e-57,193.1,0,GCA_018873745.1,Phytophthora aleatoria,2496075
KAG6951254.1,-,Pkinase,PF00069.31,4.7e-57,193.4,0,5.999999999999999e-57,193.1,0,GCA_018873755.1,Phytophthora cactorum,29920
KAG7391565.1,-,Pkinase,PF00069.31,1.3e-6,27.4,0,0.0028,16.5,0.1,GCA_019155685.1,Phytophthora boehmeriae,109152
KAG9415324.1,-,Pkinase,PF00069.31,2.700000000000001e-65,220.5,0,3.5e-65,220.1,0,GCA_019828595.1,Aphanomyces cochlioides,112091
KAG9406716.1,-,Pkinase,PF00069.31,4.8e-59,200,0,6.1000000000000005e-59,199.7,0,GCA_019828595.1,Aphanomyces cochlioides,112091
KAH7481806.1,-,Pkinase,PF00069.31,3.4e-64,216.6,0,4.6e-64,216.1,0,GCA_020800215.1,Phytophthora ramorum,164328
KAH7460271.1,-,Pkinase,PF00069.31,4.299999999999999e-56,190,0,5.699999999999999e-56,189.6,0,GCA_020800215.1,Phytophthora ramorum,164328
KAL4170326.1,-,Pkinase,PF00069.31,3.4e-64,216.6,0,4.6e-64,216.1,0,GCA_020800235.2,Phytophthora ramorum,164328
KAL4173318.1,-,Pkinase,PF00069.31,4.299999999999999e-56,190,0,5.699999999999999e-56,189.6,0,GCA_020800235.2,Phytophthora ramorum,164328
UIZ26225.1,-,Pkinase,PF00069.31,1.7000000000000001e-65,220.1,0,2.3e-65,219.7,0,GCA_021491655.1,Peronospora effusa,542832
KAH9106659.1,-,Pkinase,PF00069.31,3e-65,220.5,0,3.9e-65,220.1,0,GCA_021527665.1,Aphanomyces euteiches,100861
KAH9126815.1,-,Pkinase,PF00069.31,2.9999999999999996e-59,200.8,0,3.8000000000000003e-59,200.5,0,GCA_021527665.1,Aphanomyces euteiches,100861
KAH9087215.1,-,Pkinase,PF00069.31,3.200000000000001e-65,220.5,0,4.1e-65,220.1,0,GCA_021527685.1,Aphanomyces euteiches,100861
KAH9051784.1,-,Pkinase,PF00069.31,3.9e-59,200.5,0,4.9000000000000015e-59,200.2,0,GCA_021527685.1,Aphanomyces euteiches,100861
KAH9133399.1,-,Pkinase,PF00069.31,3e-65,220.5,0,3.9e-65,220.1,0,GCA_021527745.1,Aphanomyces euteiches,100861
KAH9140888.1,-,Pkinase,PF00069.31,3.7000000000000004e-59,200.5,0,4.6000000000000005e-59,200.2,0,GCA_021527745.1,Aphanomyces euteiches,100861
KAH9104229.1,-,Pkinase,PF00069.31,3e-65,220.5,0,3.9e-65,220.1,0,GCA_021527785.1,Aphanomyces euteiches,100861
KAH9136619.1,-,Pkinase,PF00069.31,2.9e-59,200.8,0,3.7000000000000004e-59,200.5,0,GCA_021527785.1,Aphanomyces euteiches,100861
KAH9196011.1,-,Pkinase,PF00069.31,2.8e-65,220.5,0,3.6000000000000002e-65,220.1,0,GCA_021527805.1,Aphanomyces euteiches,100861
KAH9189159.1,-,Pkinase,PF00069.31,2.700000000000001e-59,200.8,0,3.4e-59,200.5,0,GCA_021527805.1,Aphanomyces euteiches,100861
KAI9906447.1,-,Pkinase,PF00069.31,2.500000000000001e-65,220.6,0,3.5e-65,220.1,0,GCA_026184515.1,Peronosclerospora sorghi,230839
KAI9911328.1,-,Pkinase,PF00069.31,2.9999999999999997e-58,197.4,0,3.9999999999999994e-58,197,0,GCA_026184515.1,Peronosclerospora sorghi,230839
KAI9996106.1,-,Pkinase,PF00069.31,7.6e-65,219.1,0,1e-64,218.6,0,GCA_026225685.1,Phytophthora infestans,4787
KAI9986143.1,-,Pkinase,PF00069.31,1.1999999999999998e-56,192.2,0,1.5999999999999997e-56,191.8,0,GCA_026225685.1,Phytophthora infestans,4787
KAJ0405897.1,-,Pkinase,PF00069.31,6.1e-65,218.7,0,1.1e-64,217.8,0,GCA_026401375.1,Pythium insidiosum,114742
KAJ0410947.1,-,Pkinase,PF00069.31,9.2e-61,205,0,1.2e-60,204.6,0,GCA_026401375.1,Pythium insidiosum,114742
KAJ0410773.1,-,Pkinase,PF00069.31,2.9e-60,203.3,0,3.8e-60,202.9,0,GCA_026401375.1,Pythium insidiosum,114742
KAJ0402007.1,-,Pkinase,PF00069.31,6e-65,218.7,0,1.1e-64,217.8,0,GCA_026401395.1,Pythium insidiosum,114742
KAJ0406195.1,-,Pkinase,PF00069.31,2.9e-60,203.3,0,3.8e-60,202.9,0,GCA_026401395.1,Pythium insidiosum,114742
DAZ94286.1,-,Pkinase,PF00069.31,2.1999999999999998e-67,226.8,0,3e-67,226.3,0,GCA_027925865.1,Lagenidium giganteum,4803
DBA00358.1,-,Pkinase,PF00069.31,9.5e-65,218.1,0,1.3e-64,217.6,0,GCA_027925865.1,Lagenidium giganteum,4803
DAZ97831.1,-,Pkinase,PF00069.31,9.800000000000001e-60,201.7,0,1.5e-59,201.1,0,GCA_027925865.1,Lagenidium giganteum,4803
KAJ8559201.1,-,Pkinase,PF00069.31,2.5999999999999995e-56,191,0,3.2999999999999994e-56,190.7,0,GCA_029747605.1,Phytophthora cinnamomi,4785
GMF34822.1,-,Pkinase,PF00069.31,3.2999999999999994e-56,190.7,0,4.199999999999999e-56,190.3,0,GCA_030267725.1,Phytophthora lilii,2077276
GMF51659.1,-,Pkinase,PF00069.31,2.0999999999999996e-56,192,0,2.6999999999999995e-56,191.6,0,GCA_030267785.1,Phytophthora fragariaefolia,1490495
KAK1947678.1,-,Pkinase,PF00069.31,3.1999999999999995e-57,193.8,0,4.200000000000001e-57,193.4,0,GCA_031305395.1,Phytophthora citrophthora,4793
KAL0592249.1,-,Pkinase,PF00069.31,2.1e-65,219.6,0,2.9000000000000002e-65,219.1,0,GCA_040437565.1,Albugo candida,65357
KAL0583002.1,-,Pkinase,PF00069.31,1e-64,217.3,0,1.6e-64,216.7,0,GCA_040437565.1,Albugo candida,65357
KAL0592207.1,-,Pkinase,PF00069.31,1.5999999999999999e-55,187.3,0,2.0999999999999998e-55,186.9,0,GCA_040437565.1,Albugo candida,65357
KAL3657400.1,-,Pkinase,PF00069.31,5.399999999999999e-57,193.2,0,7.299999999999999e-57,192.8,0,GCA_046127205.1,Phytophthora oleae,2107226
KAL4096372.1,-,Pkinase,PF00069.31,3.3e-64,216.6,0,4.5e-64,216.1,0,GCA_046861845.1,Phytophthora ramorum,164328
KAL4085934.1,-,Pkinase,PF00069.31,4.299999999999999e-56,190,0,5.599999999999999e-56,189.6,0,GCA_046861845.1,Phytophthora ramorum,164328
KAL4152614.1,-,Pkinase,PF00069.31,3.4e-64,216.6,0,4.7e-64,216.1,0,GCA_046861995.1,Phytophthora ramorum,164328
KAL4146423.1,-,Pkinase,PF00069.31,4.399999999999999e-56,190,0,5.799999999999999e-56,189.6,0,GCA_046861995.1,Phytophthora ramorum,164328
KAL4125717.1,-,Pkinase,PF00069.31,3.3e-64,216.6,0,4.5e-64,216.1,0,GCA_046862035.1,Phytophthora ramorum,164328
KAL4130567.1,-,Pkinase,PF00069.31,4.299999999999999e-56,190,0,5.599999999999999e-56,189.6,0,GCA_046862035.1,Phytophthora ramorum,164328
CEG48725.1,-,Pkinase,PF00069.31,5.6e-66,222.4,0,7.7e-66,221.9,0,GCA_900000015.1,Plasmopara halstedii,4781
CEG50311.1,-,Pkinase,PF00069.31,1.4999999999999997e-56,191.5,0,1.8999999999999996e-56,191.1,0,GCA_900000015.1,Plasmopara halstedii,4781
VFT91526.1,-,Pkinase,PF00069.31,1.1e-64,218.7,0,1.4e-64,218.3,0,GCA_900708865.1,Aphanomyces stellatus,120398
VFT99179.1,-,Pkinase,PF00069.31,6.1e-60,203.1,0,8.3e-60,202.6,0,GCA_900708865.1,Aphanomyces stellatus,120398
CAH0522651.1,-,Pkinase,PF00069.31,1e-65,220.9,0,1.4e-65,220.4,0,GCA_921012115.1,Peronospora belbahrii,622444
CAI5726857.1,-,Pkinase,PF00069.31,1.9e-65,220.1,0,2.6e-65,219.7,0,GCA_947641895.1,Peronospora effusa,542832
CAI5738282.1,-,Pkinase,PF00069.31,1.8000000000000001e-65,220.1,0,2.500000000000001e-65,219.7,0,GCA_947646735.1,Peronospora farinosa,134698
CAI5742609.1,-,Pkinase,PF00069.31,6e-65,218.4,0,7.900000000000001e-65,218,0,GCA_947650285.1,Hyaloperonospora brassicae,162125
CAI5722148.1,-,Pkinase,PF00069.31,3.3e-55,186.5,0,4.2999999999999994e-55,186.1,0,GCA_947650285.1,Hyaloperonospora brassicae,162125
CAI5717438.1,-,Pkinase,PF00069.31,1e-65,221.4,0,1.4e-65,220.9,0,GCA_947650345.1,Peronospora destructor,86335
CAI5732637.1,-,Pkinase,PF00069.31,4.2999999999999997e-57,193.1,0,6.100000000000001e-57,192.6,0,GCA_947650345.1,Peronospora destructor,86335
CAM9437044.1,-,Pkinase,PF00069.31,3.7e-50,171.3,0,5.3999999999999996e-48,164.2,0,GCA_964200195.2,NA,NA
CAM9358776.1,-,Pkinase,PF00069.31,5.2e-50,170.3,0,5.8999999999999996e-49,166.9,0,GCA_964200425.2,NA,NA
BFI13119.1,-,Pkinase,PF00069.31,8.3e-79,264.8,0.3,1e-78,264.5,0.3,GCA_037833805.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI12696.1,-,Pkinase,PF00069.31,8.4e-72,241.9,0,1.2e-71,241.3,0,GCA_037833805.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI05078.1,-,Pkinase,PF00069.31,5.499999999999999e-68,229.4,0.1,8.3e-44,150.1,0.1,GCA_037833805.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI05079.1,-,Pkinase,PF00069.31,5.499999999999999e-68,229.4,0.1,8.2e-44,150.1,0.1,GCA_037833805.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI04503.1,-,Pkinase,PF00069.31,1.4e-65,221.5,0.2,9.3e-43,146.6,0.1,GCA_037833805.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI04502.1,-,Pkinase,PF00069.31,1.5e-65,221.4,0.2,9.8e-43,146.6,0.1,GCA_037833805.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI13119.1,-,Pkinase,PF00069.31,8.4e-79,264.8,0.3,1e-78,264.5,0.3,GCA_039105155.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI12696.1,-,Pkinase,PF00069.31,8.5e-72,241.9,0,1.2e-71,241.3,0,GCA_039105155.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI05078.1,-,Pkinase,PF00069.31,5.599999999999998e-68,229.4,0.1,8.4e-44,150.1,0.1,GCA_039105155.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI05079.1,-,Pkinase,PF00069.31,5.599999999999998e-68,229.4,0.1,8.3e-44,150.1,0.1,GCA_039105155.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI04503.1,-,Pkinase,PF00069.31,1.4e-65,221.5,0.2,9.399999999999999e-43,146.6,0.1,GCA_039105155.1,Marchantia polymorpha subsp. ruderalis,1480154
BFI04502.1,-,Pkinase,PF00069.31,1.5e-65,221.4,0.2,9.899999999999997e-43,146.6,0.1,GCA_039105155.1,Marchantia polymorpha subsp. ruderalis,1480154
